Molecule	gene	start	end	strand	direction
Euproctis similis	ShxD	46	50	forward	1
Euproctis similis	ShxD	51	55	forward	1
Euproctis similis	ShxD	56	60	forward	1
Euproctis similis	ShxC	61	65	forward	1
Euproctis similis	ShxB	66	70	forward	1
Euproctis similis	ShxA	71	75	forward	1
Euproctis similis	ShxA	76	80	forward	1
Euproctis similis	ShxA	81	85	forward	1
Euproctis similis	ShxA	86	90	forward	1
Euproctis similis	ShxA	91	95	forward	1
Euproctis similis	Pb	96	100	forward	1
Euproctis similis	Ro	101	105	forward	1
Euproctis similis	ShxA	106	110	forward	1
Euproctis similis	ShxA	111	115	forward	1
Euproctis similis	ShxA	116	120	forward	1
Euproctis similis	ShxA	121	125	forward	1
Euproctis similis	ShxA	126	130	forward	1
Euproctis similis	lab	131	135	forward	1
Lymantria monacha	lab	1	5	forward	1
Lymantria monacha	Abd-B	6	10	forward	1
Lymantria monacha	abd-A	11	15	forward	1
Lymantria monacha	Ubx	16	20	forward	1
Lymantria monacha	Antp	21	25	forward	1
Lymantria monacha	ftz	26	30	forward	1
Lymantria monacha	Scr	31	35	forward	1
Lymantria monacha	Dfd	36	40	forward	1
Lymantria monacha	zen	41	45	forward	1
Lymantria monacha	ShxD	46	50	forward	1
Lymantria monacha	ShxC	51	55	forward	1
Lymantria monacha	ShxB	56	60	forward	1
Lymantria monacha	ShxA	61	65	forward	1
Lymantria monacha	Pb	66	70	forward	1
Lymantria monacha	Ro	71	75	forward	1
Spilosoma lubricipeda	lab	1	5	forward	1
Spilosoma lubricipeda	Abd-B	6	10	forward	1
Spilosoma lubricipeda	abd-A	11	15	forward	1
Spilosoma lubricipeda	Ubx	16	20	forward	1
Spilosoma lubricipeda	Antp	21	25	forward	1
Spilosoma lubricipeda	ftz	26	30	forward	1
Spilosoma lubricipeda	Scr	31	35	forward	1
Spilosoma lubricipeda	Dfd	36	40	forward	1
Spilosoma lubricipeda	zen	41	45	forward	1
Spilosoma lubricipeda	ShxA	46	50	forward	1
Spilosoma lubricipeda	ShxD	51	55	forward	1
Spilosoma lubricipeda	ShxB	56	60	forward	1
Spilosoma lubricipeda	ShxA	61	65	forward	1
Spilosoma lubricipeda	ShxB	66	70	forward	1
Spilosoma lubricipeda	ShxA	71	75	forward	1
Spilosoma lubricipeda	ShxA	76	80	forward	1
Spilosoma lubricipeda	ShxA	81	85	forward	1
Spilosoma lubricipeda	ShxA	86	90	forward	1
Spilosoma lubricipeda	ShxA	91	95	forward	1
Spilosoma lubricipeda	ShxA	96	100	forward	1
Spilosoma lubricipeda	ShxA	101	105	forward	1
Spilosoma lubricipeda	Pb	106	110	forward	1
Spilosoma lubricipeda	Ro	111	115	forward	1
Hypena proboscidalis	lab	1	5	forward	1
Hypena proboscidalis	Abd-B	6	10	forward	1
Hypena proboscidalis	abd-A	11	15	forward	1
Hypena proboscidalis	Ubx	16	20	forward	1
Hypena proboscidalis	Antp	21	25	forward	1
Hypena proboscidalis	ftz	26	30	forward	1
Hypena proboscidalis	Scr	31	35	forward	1
Hypena proboscidalis	Dfd	36	40	forward	1
Hypena proboscidalis	zen	41	45	forward	1
Hypena proboscidalis	ShxD	46	50	forward	1
Hypena proboscidalis	ShxC	51	55	forward	1
Hypena proboscidalis	ShxB	56	60	forward	1
Hypena proboscidalis	ShxA	61	65	forward	1
Hypena proboscidalis	Pb	66	70	forward	1
Hypena proboscidalis	Ro	71	75	forward	1
Laspeyria flexula	lab	1	5	forward	1
Laspeyria flexula	Abd-B	6	10	forward	1
Laspeyria flexula	abd-A	11	15	forward	1
Laspeyria flexula	Ubx	16	20	forward	1
Laspeyria flexula	Antp	21	25	forward	1
Laspeyria flexula	ftz	26	30	forward	1
Laspeyria flexula	Scr	31	35	forward	1
Laspeyria flexula	Dfd	36	40	forward	1
Laspeyria flexula	zen	41	45	forward	1
Laspeyria flexula	ShxD	46	50	forward	1
Laspeyria flexula	ShxC	51	55	forward	1
Laspeyria flexula	ShxB	56	60	forward	1
Laspeyria flexula	ShxA	61	65	forward	1
Laspeyria flexula	Pb	66	70	forward	1
Laspeyria flexula	Ro	71	75	forward	1
Abrostola tripartita	lab	1	5	forward	1
Abrostola tripartita	Abd-B	6	10	forward	1
Abrostola tripartita	abd-A	11	15	forward	1
Abrostola tripartita	Ubx	16	20	forward	1
Abrostola tripartita	Antp	21	25	forward	1
Abrostola tripartita	ftz	26	30	forward	1
Abrostola tripartita	Scr	31	35	forward	1
Abrostola tripartita	Dfd	36	40	forward	1
Abrostola tripartita	zen	41	45	forward	1
Abrostola tripartita	ShxD	46	50	forward	1
Abrostola tripartita	ShxC	51	55	forward	1
Abrostola tripartita	ShxB	56	60	forward	1
Abrostola tripartita	ShxA	61	65	forward	1
Abrostola tripartita	Pb	66	70	forward	1
Abrostola tripartita	Ro	71	75	forward	1
Autographa gamma	lab	1	5	forward	1
Autographa gamma	Abd-B	6	10	forward	1
Autographa gamma	abd-A	11	15	forward	1
Autographa gamma	Ubx	16	20	forward	1
Autographa gamma	Antp	21	25	forward	1
Autographa gamma	ftz	26	30	forward	1
Autographa gamma	Scr	31	35	forward	1
Autographa gamma	Dfd	36	40	forward	1
Autographa gamma	zen	41	45	forward	1
Autographa gamma	ShxD	46	50	forward	1
Autographa gamma	ShxC	51	55	forward	1
Autographa gamma	ShxB	56	60	forward	1
Autographa gamma	ShxA	61	65	forward	1
Autographa gamma	Pb	66	70	forward	1
Autographa gamma	Ro	71	75	forward	1
Craniophora ligustri	lab	1	5	forward	1
Craniophora ligustri	Abd-B	6	10	forward	1
Craniophora ligustri	abd-A	11	15	forward	1
Craniophora ligustri	Ubx	16	20	forward	1
Craniophora ligustri	Antp	21	25	forward	1
Craniophora ligustri	ftz	26	30	forward	1
Craniophora ligustri	Scr	31	35	forward	1
Craniophora ligustri	Dfd	36	40	forward	1
Craniophora ligustri	zen	41	45	forward	1
Craniophora ligustri	ShxD	46	50	forward	1
Craniophora ligustri	ShxC	51	55	forward	1
Craniophora ligustri	ShxB	56	60	forward	1
Craniophora ligustri	ShxA	61	65	forward	1
Craniophora ligustri	Pb	66	70	forward	1
Craniophora ligustri	Ro	71	75	forward	1
Amphipyra tragopoginis	lab	1	5	forward	1
Amphipyra tragopoginis	Abd-B	6	10	forward	1
Amphipyra tragopoginis	abd-A	11	15	forward	1
Amphipyra tragopoginis	Ubx	16	20	forward	1
Amphipyra tragopoginis	Antp	21	25	forward	1
Amphipyra tragopoginis	ftz	26	30	forward	1
Amphipyra tragopoginis	Scr	31	35	forward	1
Amphipyra tragopoginis	Dfd	36	40	forward	1
Amphipyra tragopoginis	zen	41	45	forward	1
Amphipyra tragopoginis	ShxD	46	50	forward	1
Amphipyra tragopoginis	ShxC	51	55	forward	1
Amphipyra tragopoginis	ShxB	56	60	forward	1
Amphipyra tragopoginis	ShxA	61	65	forward	1
Amphipyra tragopoginis	Pb	66	70	forward	1
Amphipyra tragopoginis	Ro	71	75	forward	1
Mythimna impura	lab	1	5	forward	1
Mythimna impura	Abd-B	6	10	forward	1
Mythimna impura	abd-A	11	15	forward	1
Mythimna impura	Ubx	16	20	forward	1
Mythimna impura	Antp	21	25	forward	1
Mythimna impura	ftz	26	30	forward	1
Mythimna impura	Scr	31	35	forward	1
Mythimna impura	Dfd	36	40	forward	1
Mythimna impura	zen	41	45	forward	1
Mythimna impura	zen	46	50	forward	1
Mythimna impura	ShxB	51	55	forward	1
Mythimna impura	ShxA	56	60	forward	1
Mythimna impura	ShxD	61	65	forward	1
Mythimna impura	ShxD	66	70	forward	1
Mythimna impura	ShxA	71	75	forward	1
Mythimna impura	ShxD	76	80	forward	1
Mythimna impura	ShxD	81	85	forward	1
Mythimna impura	ShxA	86	90	forward	1
Mythimna impura	ShxD	91	95	forward	1
Mythimna impura	ShxD	96	100	forward	1
Mythimna impura	ShxD	101	105	forward	1
Mythimna impura	ShxA	106	110	forward	1
Mythimna impura	ShxD	111	115	forward	1
Mythimna impura	ShxA	116	120	forward	1
Mythimna impura	ShxD	121	125	forward	1
Mythimna impura	ShxD	126	130	forward	1
Mythimna impura	ShxB	131	135	forward	1
Mythimna impura	ShxA	136	140	forward	1
Mythimna impura	ShxD	141	145	forward	1
Mythimna impura	ShxD	146	150	forward	1
Mythimna impura	ShxA	151	155	forward	1
Mythimna impura	ShxD	156	160	forward	1
Mythimna impura	ShxD	161	165	forward	1
Mythimna impura	ShxD	166	170	forward	1
Mythimna impura	ShxA	171	175	forward	1
Mythimna impura	ShxD	176	180	forward	1
Mythimna impura	ShxD	181	185	forward	1
Mythimna impura	ShxD	186	190	forward	1
Mythimna impura	ShxA	191	195	forward	1
Mythimna impura	ShxD	196	200	forward	1
Mythimna impura	ShxD	201	205	forward	1
Mythimna impura	ShxD	206	210	forward	1
Mythimna impura	ShxA	211	215	forward	1
Mythimna impura	ShxD	216	220	forward	1
Mythimna impura	ShxD	221	225	forward	1
Mythimna impura	ShxB	226	230	forward	1
Mythimna impura	ShxD	231	235	forward	1
Mythimna impura	ShxD	236	240	forward	1
Mythimna impura	ShxA	241	245	forward	1
Mythimna impura	ShxD	246	250	forward	1
Mythimna impura	ShxA	251	255	forward	1
Mythimna impura	ShxD	256	260	forward	1
Mythimna impura	ShxA	261	265	forward	1
Mythimna impura	ShxD	266	270	forward	1
Mythimna impura	ShxD	271	275	forward	1
Mythimna impura	ShxD	276	280	forward	1
Mythimna impura	ShxC	281	285	forward	1
Mythimna impura	ShxB	286	290	forward	1
Mythimna impura	ShxA	291	295	forward	1
Mythimna impura	ShxA	296	300	forward	1
Mythimna impura	ShxA	301	305	forward	1
Mythimna impura	Pb	306	310	forward	1
Mythimna impura	Ro	311	315	forward	1
Hecatera dysodea	lab	1	5	forward	1
Hecatera dysodea	Abd-B	6	10	forward	1
Hecatera dysodea	abd-A	11	15	forward	1
Hecatera dysodea	Ubx	16	20	forward	1
Hecatera dysodea	Antp	21	25	forward	1
Hecatera dysodea	ftz	26	30	forward	1
Hecatera dysodea	Scr	31	35	forward	1
Hecatera dysodea	Dfd	36	40	forward	1
Hecatera dysodea	zen	41	45	forward	1
Hecatera dysodea	ShxD	46	50	forward	1
Hecatera dysodea	ShxC	51	55	forward	1
Hecatera dysodea	ShxB	56	60	forward	1
Hecatera dysodea	ShxA	61	65	forward	1
Hecatera dysodea	Pb	66	70	forward	1
Hecatera dysodea	Ro	71	75	forward	1
Mamestra brassicae	lab	1	5	forward	1
Mamestra brassicae	Abd-B	6	10	forward	1
Mamestra brassicae	abd-A	11	15	forward	1
Mamestra brassicae	Ubx	16	20	forward	1
Mamestra brassicae	Antp	21	25	forward	1
Mamestra brassicae	ftz	26	30	forward	1
Mamestra brassicae	Scr	31	35	forward	1
Mamestra brassicae	Dfd	36	40	forward	1
Mamestra brassicae	zen	41	45	forward	1
Mamestra brassicae	ShxD	46	50	forward	1
Mamestra brassicae	ShxD	51	55	forward	1
Mamestra brassicae	ShxC	56	60	forward	1
Mamestra brassicae	ShxB	61	65	forward	1
Mamestra brassicae	ShxA	66	70	forward	1
Mamestra brassicae	Pb	71	75	forward	1
Mamestra brassicae	Ro	76	80	forward	1
Xestia xanthographa	lab	1	5	forward	1
Xestia xanthographa	Abd-B	6	10	forward	1
Xestia xanthographa	abd-A	11	15	forward	1
Xestia xanthographa	Ubx	16	20	forward	1
Xestia xanthographa	Antp	21	25	forward	1
Xestia xanthographa	ftz	26	30	forward	1
Xestia xanthographa	Scr	31	35	forward	1
Xestia xanthographa	Dfd	36	40	forward	1
Xestia xanthographa	zen	41	45	forward	1
Xestia xanthographa	ShxD	46	50	forward	1
Xestia xanthographa	ShxC	51	55	forward	1
Xestia xanthographa	ShxB	56	60	forward	1
Xestia xanthographa	ShxA	61	65	forward	1
Xestia xanthographa	Pb	66	70	forward	1
Xestia xanthographa	Ro	71	75	forward	1
Noctua fimbriata	lab	1	5	forward	1
Noctua fimbriata	Abd-B	6	10	forward	1
Noctua fimbriata	abd-A	11	15	forward	1
Noctua fimbriata	Ubx	16	20	forward	1
Noctua fimbriata	Antp	21	25	forward	1
Noctua fimbriata	ftz	26	30	forward	1
Noctua fimbriata	Scr	31	35	forward	1
Noctua fimbriata	Dfd	36	40	forward	1
Noctua fimbriata	zen	41	45	forward	1
Noctua fimbriata	zen	46	50	forward	1
Noctua fimbriata	zen	51	55	forward	1
Noctua fimbriata	zen	56	60	forward	1
Noctua fimbriata	zen	61	65	forward	1
Noctua fimbriata	zen	66	70	forward	1
Noctua fimbriata	zen	71	75	forward	1
Noctua fimbriata	zen	76	80	forward	1
Noctua fimbriata	zen	81	85	forward	1
Noctua fimbriata	zen	86	90	forward	1
Noctua fimbriata	zen	91	95	forward	1
Noctua fimbriata	zen	96	100	forward	1
Noctua fimbriata	zen	101	105	forward	1
Noctua fimbriata	zen	106	110	forward	1
Noctua fimbriata	zen	111	115	forward	1
Noctua fimbriata	zen	116	120	forward	1
Noctua fimbriata	zen	121	125	forward	1
Noctua fimbriata	zen	126	130	forward	1
Noctua fimbriata	zen	131	135	forward	1
Noctua fimbriata	zen	136	140	forward	1
Noctua fimbriata	zen	141	145	forward	1
Noctua fimbriata	zen	146	150	forward	1
Noctua fimbriata	zen	151	155	forward	1
Noctua fimbriata	zen	156	160	forward	1
Noctua fimbriata	zen	161	165	forward	1
Noctua fimbriata	zen	166	170	forward	1
Noctua fimbriata	zen	171	175	forward	1
Noctua fimbriata	zen	176	180	forward	1
Noctua fimbriata	ShxD	181	185	forward	1
Noctua fimbriata	ShxD	186	190	forward	1
Noctua fimbriata	ShxD	191	195	forward	1
Noctua fimbriata	ShxD	196	200	forward	1
Noctua fimbriata	ShxD	201	205	forward	1
Noctua fimbriata	ShxD	206	210	forward	1
Noctua fimbriata	ShxD	211	215	forward	1
Noctua fimbriata	ShxC	216	220	forward	1
Noctua fimbriata	ShxB	221	225	forward	1
Noctua fimbriata	ShxC	226	230	forward	1
Noctua fimbriata	ShxB	231	235	forward	1
Noctua fimbriata	ShxC	236	240	forward	1
Noctua fimbriata	ShxB	241	245	forward	1
Noctua fimbriata	ShxC	246	250	forward	1
Noctua fimbriata	ShxB	251	255	forward	1
Noctua fimbriata	ShxA	256	260	forward	1
Noctua fimbriata	ShxA	261	265	forward	1
Noctua fimbriata	ShxA	266	270	forward	1
Noctua fimbriata	ShxA	271	275	forward	1
Noctua fimbriata	ShxA	276	280	forward	1
Noctua fimbriata	ShxA	281	285	forward	1
Noctua fimbriata	ShxA	286	290	forward	1
Noctua fimbriata	ShxA	291	295	forward	1
Noctua fimbriata	ShxA	296	300	forward	1
Noctua fimbriata	ShxA	301	305	forward	1
Noctua fimbriata	ShxA	306	310	forward	1
Noctua fimbriata	ShxA	311	315	forward	1
Noctua fimbriata	ShxA	316	320	forward	1
Noctua fimbriata	ShxA	321	325	forward	1
Noctua fimbriata	ShxA	326	330	forward	1
Noctua fimbriata	ShxA	331	335	forward	1
Noctua fimbriata	ShxA	336	340	forward	1
Noctua fimbriata	ShxA	341	345	forward	1
Noctua fimbriata	ShxA	346	350	forward	1
Noctua fimbriata	Pb	351	355	forward	1
Noctua fimbriata	Ro	356	360	forward	1
Cosmia trapezina	lab	1	5	forward	1
Cosmia trapezina	Abd-B	6	10	forward	1
Cosmia trapezina	abd-A	11	15	forward	1
Cosmia trapezina	Ubx	16	20	forward	1
Cosmia trapezina	Antp	21	25	forward	1
Cosmia trapezina	ftz	26	30	forward	1
Cosmia trapezina	Scr	31	35	forward	1
Cosmia trapezina	Dfd	36	40	forward	1
Cosmia trapezina	zen	41	45	forward	1
Cosmia trapezina	ShxD	46	50	forward	1
Cosmia trapezina	ShxC	51	55	forward	1
Cosmia trapezina	ShxB	56	60	forward	1
Cosmia trapezina	ShxA	61	65	forward	1
Cosmia trapezina	Pb	66	70	forward	1
Cosmia trapezina	Ro	71	75	forward	1
Phlogophora meticulosa	lab	1	5	forward	1
Phlogophora meticulosa	Abd-B	6	10	forward	1
Phlogophora meticulosa	abd-A	11	15	forward	1
Phlogophora meticulosa	Ubx	16	20	forward	1
Phlogophora meticulosa	Antp	21	25	forward	1
Phlogophora meticulosa	ftz	26	30	forward	1
Phlogophora meticulosa	Scr	31	35	forward	1
Phlogophora meticulosa	Dfd	36	40	forward	1
Phlogophora meticulosa	zen	41	45	forward	1
Phlogophora meticulosa	ShxD	46	50	forward	1
Phlogophora meticulosa	ShxC	51	55	forward	1
Phlogophora meticulosa	ShxB	56	60	forward	1
Phlogophora meticulosa	ShxA	61	65	forward	1
Phlogophora meticulosa	Pb	66	70	forward	1
Phlogophora meticulosa	Ro	71	75	forward	1
Erynnis tages	lab	1	5	forward	1
Erynnis tages	Abd-B	6	10	forward	1
Erynnis tages	abd-A	11	15	forward	1
Erynnis tages	Ubx	16	20	forward	1
Erynnis tages	Antp	21	25	forward	1
Erynnis tages	ftz	26	30	forward	1
Erynnis tages	Scr	31	35	forward	1
Erynnis tages	Dfd	36	40	forward	1
Erynnis tages	zen	41	45	forward	1
Erynnis tages	ShxD	46	50	forward	1
Erynnis tages	ShxC	51	55	forward	1
Erynnis tages	ShxB	56	60	forward	1
Erynnis tages	ShxA	61	65	forward	1
Erynnis tages	Pb	66	70	forward	1
Erynnis tages	Ro	71	75	forward	1
Colias croceus	lab	1	5	forward	1
Colias croceus	Abd-B	6	10	forward	1
Colias croceus	abd-A	11	15	forward	1
Colias croceus	Ubx	16	20	forward	1
Colias croceus	Antp	21	25	forward	1
Colias croceus	ftz	26	30	forward	1
Colias croceus	Scr	31	35	forward	1
Colias croceus	Dfd	36	40	forward	1
Colias croceus	zen	41	45	forward	1
Colias croceus	ShxD	46	50	forward	1
Colias croceus	ShxC	51	55	forward	1
Colias croceus	ShxB	56	60	forward	1
Colias croceus	ShxA	61	65	forward	1
Colias croceus	ShxA	66	70	forward	1
Colias croceus	Pb	71	75	forward	1
Colias croceus	Ro	76	80	forward	1
Pieris rapae	lab	1	5	forward	1
Pieris rapae	Ro	6	10	forward	1
Pieris rapae	Abd-B	11	15	forward	1
Pieris rapae	abd-A	16	20	forward	1
Pieris rapae	Ubx	21	25	forward	1
Pieris rapae	Antp	26	30	forward	1
Pieris rapae	ftz	31	35	forward	1
Pieris rapae	Scr	36	40	forward	1
Pieris rapae	Dfd	41	45	forward	1
Pieris rapae	zen	46	50	forward	1
Pieris rapae	ShxD	51	55	forward	1
Pieris rapae	ShxC	56	60	forward	1
Pieris rapae	ShxB	61	65	forward	1
Pieris rapae	ShxA	66	70	forward	1
Pieris rapae	Pb	71	75	forward	1
Pieris brassicae	lab	1	5	forward	1
Pieris brassicae	Ro	6	10	forward	1
Pieris brassicae	Abd-B	11	15	forward	1
Pieris brassicae	abd-A	16	20	forward	1
Pieris brassicae	Ubx	21	25	forward	1
Pieris brassicae	Antp	26	30	forward	1
Pieris brassicae	ftz	31	35	forward	1
Pieris brassicae	Scr	36	40	forward	1
Pieris brassicae	Dfd	41	45	forward	1
Pieris brassicae	zen	46	50	forward	1
Pieris brassicae	ShxD	51	55	forward	1
Pieris brassicae	ShxC	56	60	forward	1
Pieris brassicae	ShxB	61	65	forward	1
Pieris brassicae	ShxA	66	70	forward	1
Pieris brassicae	Pb	71	75	forward	1
Pieris napi	lab	1	5	forward	1
Pieris napi	Ro	6	10	forward	1
Pieris napi	Abd-B	11	15	forward	1
Pieris napi	abd-A	16	20	forward	1
Pieris napi	Ubx	21	25	forward	1
Pieris napi	Antp	26	30	forward	1
Pieris napi	ftz	31	35	forward	1
Pieris napi	Scr	36	40	forward	1
Pieris napi	Dfd	41	45	forward	1
Pieris napi	zen	46	50	forward	1
Pieris napi	ShxD	51	55	forward	1
Pieris napi	ShxC	56	60	forward	1
Pieris napi	ShxB	61	65	forward	1
Pieris napi	ShxA	66	70	forward	1
Pieris napi	Pb	71	75	forward	1
Lycaena phlaeas	lab	1	5	forward	1
Lycaena phlaeas	Abd-B	6	10	forward	1
Lycaena phlaeas	abd-A	11	15	forward	1
Lycaena phlaeas	Ubx	16	20	forward	1
Lycaena phlaeas	Antp	21	25	forward	1
Lycaena phlaeas	ftz	26	30	forward	1
Lycaena phlaeas	Scr	31	35	forward	1
Lycaena phlaeas	Dfd	36	40	forward	1
Lycaena phlaeas	zen	41	45	forward	1
Lycaena phlaeas	ShxC	46	50	forward	1
Lycaena phlaeas	ShxB	51	55	forward	1
Lycaena phlaeas	ShxA	56	60	forward	1
Lycaena phlaeas	Pb	61	65	forward	1
Lycaena phlaeas	Ro	66	70	forward	1
Celastrina argiolus	lab	1	5	forward	1
Celastrina argiolus	Abd-B	6	10	forward	1
Celastrina argiolus	abd-A	11	15	forward	1
Celastrina argiolus	Ubx	16	20	forward	1
Celastrina argiolus	Antp	21	25	forward	1
Celastrina argiolus	ftz	26	30	forward	1
Celastrina argiolus	Scr	31	35	forward	1
Celastrina argiolus	Dfd	36	40	forward	1
Celastrina argiolus	zen	41	45	forward	1
Celastrina argiolus	ShxC	46	50	forward	1
Celastrina argiolus	ShxB	51	55	forward	1
Celastrina argiolus	ShxA	56	60	forward	1
Celastrina argiolus	Pb	61	65	forward	1
Celastrina argiolus	Ro	66	70	forward	1
Cyaniris semiargus	lab	1	5	forward	1
Cyaniris semiargus	Abd-B	6	10	forward	1
Cyaniris semiargus	abd-A	11	15	forward	1
Cyaniris semiargus	Ubx	16	20	forward	1
Cyaniris semiargus	Antp	21	25	forward	1
Cyaniris semiargus	ftz	26	30	forward	1
Cyaniris semiargus	Scr	31	35	forward	1
Cyaniris semiargus	Dfd	36	40	forward	1
Cyaniris semiargus	zen	41	45	forward	1
Cyaniris semiargus	ShxC	46	50	forward	1
Cyaniris semiargus	ShxB	51	55	forward	1
Cyaniris semiargus	ShxA	56	60	forward	1
Cyaniris semiargus	Pb	61	65	forward	1
Cyaniris semiargus	Ro	66	70	forward	1
Aricia agestis	lab	1	5	forward	1
Aricia agestis	Abd-B	6	10	forward	1
Aricia agestis	abd-A	11	15	forward	1
Aricia agestis	Ubx	16	20	forward	1
Aricia agestis	Antp	21	25	forward	1
Aricia agestis	ftz	26	30	forward	1
Aricia agestis	Scr	31	35	forward	1
Aricia agestis	Dfd	36	40	forward	1
Aricia agestis	zen	41	45	forward	1
Aricia agestis	ShxC	46	50	forward	1
Aricia agestis	ShxB	51	55	forward	1
Aricia agestis	ShxA	56	60	forward	1
Aricia agestis	Pb	61	65	forward	1
Aricia agestis	Ro	66	70	forward	1
Lysandra bellargus	lab	1	5	forward	1
Lysandra bellargus	Abd-B	6	10	forward	1
Lysandra bellargus	abd-A	11	15	forward	1
Lysandra bellargus	Ubx	16	20	forward	1
Lysandra bellargus	Antp	21	25	forward	1
Lysandra bellargus	ftz	26	30	forward	1
Lysandra bellargus	Scr	31	35	forward	1
Lysandra bellargus	Dfd	36	40	forward	1
Lysandra bellargus	zen	41	45	forward	1
Lysandra bellargus	ShxC	46	50	forward	1
Lysandra bellargus	ShxB	51	55	forward	1
Lysandra bellargus	ShxA	56	60	forward	1
Lysandra bellargus	Pb	61	65	forward	1
Lysandra bellargus	Ro	66	70	forward	1
Lysandra coridon	lab	1	5	forward	1
Lysandra coridon	Abd-B	6	10	forward	1
Lysandra coridon	abd-A	11	15	forward	1
Lysandra coridon	Ubx	16	20	forward	1
Lysandra coridon	Antp	21	25	forward	1
Lysandra coridon	ftz	26	30	forward	1
Lysandra coridon	Scr	31	35	forward	1
Lysandra coridon	Dfd	36	40	forward	1
Lysandra coridon	zen	41	45	forward	1
Lysandra coridon	ShxC	46	50	forward	1
Lysandra coridon	ShxB	51	55	forward	1
Lysandra coridon	ShxA	56	60	forward	1
Lysandra coridon	Pb	61	65	forward	1
Lysandra coridon	Ro	66	70	forward	1
Pararge aegeria	lab	1	5	forward	1
Pararge aegeria	Abd-B	6	10	forward	1
Pararge aegeria	abd-A	11	15	forward	1
Pararge aegeria	Ubx	16	20	forward	1
Pararge aegeria	Antp	21	25	forward	1
Pararge aegeria	ftz	26	30	forward	1
Pararge aegeria	Scr	31	35	forward	1
Pararge aegeria	Dfd	36	40	forward	1
Pararge aegeria	zen	41	45	forward	1
Pararge aegeria	ShxD	46	50	forward	1
Pararge aegeria	ShxC	51	55	forward	1
Pararge aegeria	ShxB	56	60	forward	1
Pararge aegeria	ShxA	61	65	forward	1
Pararge aegeria	Pb	66	70	forward	1
Pararge aegeria	Ro	71	75	forward	1
Maniola jurtina	lab	1	5	forward	1
Maniola jurtina	Abd-B	6	10	forward	1
Maniola jurtina	abd-A	11	15	forward	1
Maniola jurtina	Ubx	16	20	forward	1
Maniola jurtina	Antp	21	25	forward	1
Maniola jurtina	ftz	26	30	forward	1
Maniola jurtina	Scr	31	35	forward	1
Maniola jurtina	Dfd	36	40	forward	1
Maniola jurtina	zen	41	45	forward	1
Maniola jurtina	ShxD	46	50	forward	1
Maniola jurtina	ShxC	51	55	forward	1
Maniola jurtina	ShxB	56	60	forward	1
Maniola jurtina	ShxA	61	65	forward	1
Maniola jurtina	Pb	66	70	forward	1
Maniola jurtina	Ro	71	75	forward	1
Aphantopus hyperantus	lab	1	5	forward	1
Aphantopus hyperantus	Abd-B	6	10	forward	1
Aphantopus hyperantus	abd-A	11	15	forward	1
Aphantopus hyperantus	Ubx	16	20	forward	1
Aphantopus hyperantus	Antp	21	25	forward	1
Aphantopus hyperantus	ftz	26	30	forward	1
Aphantopus hyperantus	Scr	31	35	forward	1
Aphantopus hyperantus	Dfd	36	40	forward	1
Aphantopus hyperantus	zen	41	45	forward	1
Aphantopus hyperantus	ShxD	46	50	forward	1
Aphantopus hyperantus	ShxC	51	55	forward	1
Aphantopus hyperantus	ShxB	56	60	forward	1
Aphantopus hyperantus	ShxA	61	65	forward	1
Aphantopus hyperantus	Pb	66	70	forward	1
Aphantopus hyperantus	Ro	71	75	forward	1
Limenitis camilla	lab	1	5	forward	1
Limenitis camilla	Abd-B	6	10	forward	1
Limenitis camilla	abd-A	11	15	forward	1
Limenitis camilla	Ubx	16	20	forward	1
Limenitis camilla	Antp	21	25	forward	1
Limenitis camilla	ftz	26	30	forward	1
Limenitis camilla	Scr	31	35	forward	1
Limenitis camilla	Dfd	36	40	forward	1
Limenitis camilla	zen	41	45	forward	1
Limenitis camilla	ShxD	46	50	forward	1
Limenitis camilla	ShxC	51	55	forward	1
Limenitis camilla	ShxB	56	60	forward	1
Limenitis camilla	ShxA	61	65	forward	1
Limenitis camilla	Pb	66	70	forward	1
Limenitis camilla	Ro	71	75	forward	1
Boloria selene	lab	1	5	forward	1
Boloria selene	Abd-B	6	10	forward	1
Boloria selene	abd-A	11	15	forward	1
Boloria selene	Ubx	16	20	forward	1
Boloria selene	Antp	21	25	forward	1
Boloria selene	ftz	26	30	forward	1
Boloria selene	Scr	31	35	forward	1
Boloria selene	Dfd	36	40	forward	1
Boloria selene	zen	41	45	forward	1
Boloria selene	ShxD	46	50	forward	1
Boloria selene	ShxC	51	55	forward	1
Boloria selene	ShxB	56	60	forward	1
Boloria selene	ShxA	61	65	forward	1
Boloria selene	Pb	66	70	forward	1
Boloria selene	Ro	71	75	forward	1
Melitaea cinxia	lab	1	5	forward	1
Melitaea cinxia	Abd-B	6	10	forward	1
Melitaea cinxia	abd-A	11	15	forward	1
Melitaea cinxia	Ubx	16	20	forward	1
Melitaea cinxia	Antp	21	25	forward	1
Melitaea cinxia	ftz	26	30	forward	1
Melitaea cinxia	Scr	31	35	forward	1
Melitaea cinxia	Dfd	36	40	forward	1
Melitaea cinxia	zen	41	45	forward	1
Melitaea cinxia	ShxC	46	50	forward	1
Melitaea cinxia	ShxB	51	55	forward	1
Melitaea cinxia	ShxA	56	60	forward	1
Melitaea cinxia	ShxA	61	65	forward	1
Melitaea cinxia	Pb	66	70	forward	1
Melitaea cinxia	Ro	71	75	forward	1
